-1.2,0.5
-1.0,1.1
-0.8,1.5
-0.5,1.95
-0.25,2.25
0,2.5
0.1,2.6
0.25,2.72
0.5,2.9
0.8,3.05
1.2,3.18
1.6,3.27
2.0,3.3
2.35,3.25
2.8,3.15
3.2,2.95
3.6,2.7
3.95,2.4
4.35,2.1
4.75,1.75
5.15,1.45
5.5,1.25
6.0,1.0
6.5,0.85
7.0,0.7
7.5,0.55
8.0,0.45
8.6,0.4
9.15,0.35
9.7,0.35
10.25,0.36
10.75,0.37
11.25,0.39
11.8,0.41
12.25,0.44
12.7,0.47
13.1,0.5
13.5,0.51
