resources\transit\frames\vod-scaled\vtmgo-0199.png,160,90,-5.86877318725389,2.514181546505873,1.8351926909428329,0.016715501500745182,0.5633015195847649,-0.5636313883182889,true
resources\transit\frames\vod-scaled\vtmgo-0944.png,160,90,4.367996924842843,0.8659346348878318,3.8273430527035424,0.02824638553725826,0.5143538125006847,-0.5443737305887072,true
resources\transit\frames\vod-scaled\vtmgo-0907.png,160,90,6.655245388548725,2.5557393278464313,2.9922926298615256,0.0022003157914734016,0.7103635500884429,-0.5929625898558393,true
resources\transit\frames\vod-scaled\streamz-0419.png,160,90,-7.267047937645401,2.7397862284050087,2.874619207202099,7.714717394120476E-4,0.7657485410717886,-0.5969888719988304,true
resources\transit\frames\vod-scaled\vtmgo-0157.png,160,90,3.740070591317185,1.3232349004266428,-7.692954159124076,1.498559609919637E-4,0.8318975706767111,-0.5992014613179318,false
resources\transit\frames\vod-scaled\vtmgo-0399.png,160,90,3.303923635575965,1.909426180424766,4.710035888040986,0.030601914093344763,0.5064125715312126,-0.5406451298478515,true
resources\transit\frames\vod-scaled\vtmgo-0279.png,160,90,1.0826516428242248,0.6295167398650349,-2.930405011760251,0.49847423830510895,0.13149434516984837,-0.031028383464520304,true
resources\transit\frames\vod-scaled\vtmgo-0254.png,160,90,-0.3564934251016217,3.5627912461591893,5.2508426978039875,0.060542490413201214,0.43328173876618215,-0.4968500959906444,false
resources\transit\frames\vod-scaled\streamz-0073.png,160,90,-2.7708060659535887,1.1610295862921916,0.2949069857020125,0.6110944192514245,0.09492007058189711,0.07103896239575291,true
resources\transit\frames\vod-scaled\vtmgo-0966.png,160,90,-5.731783563325224,1.8934347960469782,2.1977505568798814,0.01699200267233914,0.5618482758946688,-0.5631448570667229,false
resources\transit\frames\vod-scaled\vtmgo-0805.png,160,90,8.464209296106787,3.631748228656245,-2.28508587246384,9.049804869202207E-5,0.8482182901047168,-0.5994692649565536,true
resources\transit\frames\vod-scaled\vtmgo-0806.png,160,90,-7.2206377137138045,1.6983085502998323,2.403480349559902,0.0011792147734435618,0.7447313012271728,-0.5957538996062981,true
resources\transit\frames\vod-scaled\vtmgo-0571.png,160,90,2.3779485567846805,3.302931292693069,0.42605528986257726,0.4389280064032898,0.0594282496512305,0.18265024055447854,true
resources\transit\frames\vod-scaled\vtmgo-0570.png,160,90,-3.298385089439817,1.0976140448879412,1.361881358118818,0.36129116556075247,0.1862966353764839,-0.1616061559396358,true
resources\transit\frames\vod-scaled\vtmgo-0079.png,160,90,-4.095060573206877,3.6811958143133467,-3.0678771754844565,0.07313798033077783,0.4111713266323094,-0.47978579178856684,false
resources\transit\frames\vod-scaled\vtmgo-0357.png,160,90,-0.7540289049427993,2.4892245451516533,4.46559167226492,0.14636146703205974,0.32236018117758336,-0.3891392870108187,false
resources\transit\frames\vod-scaled\streamz-0103.png,160,90,-0.8857812562537214,2.807411723149552,-7.350119627304625,0.0017864765628118138,0.7223296818381826,-0.5940554657776683,false
resources\transit\frames\vod-scaled\vtmgo-0113.png,160,90,1.3047740385076998,1.2501777536775784,2.0347673687513836,0.7334953553516199,0.060832690958095736,0.17798615467545387,false
resources\transit\frames\vod-scaled\vtmgo-0296.png,160,90,3.0502250635467187,1.6489170895405926,-1.1645361626164163,0.45308335423955653,0.14812462047153108,0.27337161134551573,true
resources\transit\frames\vod-scaled\vtmgo-0248.png,160,90,5.846149317966194,1.6977378113334085,3.416554789360756,0.005857204027750309,0.6468515565729795,-0.5844464623290471,false
resources\transit\frames\vod-scaled\streamz-0143.png,160,90,-3.410216329233967,3.5075529974367208,7.275996796016207,4.8146333688097473E-4,0.7870787278290644,-0.597944695328265,true
resources\transit\frames\vod-scaled\streamz-0386.png,160,90,3.8162824473485357,1.8225289646576246,0.4604331781005895,0.2870316392421209,0.2233402857014294,-0.23614938382708622,false
resources\transit\frames\vod-scaled\vtmgo-0458.png,160,90,1.3068734337616685,1.7560193494977474,6.949968856858142,0.003382077675761342,0.6840199419825966,-0.5900312960625843,true
