113,17
153,18
194,32
266,67
325,101
385,149
437,207
476,272
501,342
516,416
519,473
517,524
507,569
490,619
469,657
445,681
411,691
387,692
354,683
314,663
50,482
28,458
16,431
11,385
19,87
26,61
44,39
72,24
