274,15
304,15
341,26
539,111
559,125
569,149
571,176
544,600
535,660
526,693
507,718
479,733
434,744
395,744
285,727
239,709
216,696
197,682
181,670
168,656
155,642
140,626
126,608
113,591
104,574
94,558
84,536
75,516
67,498
59,478
52,458
44,435
37,413
32,392
28,370
24,347
21,325
20,304
18,282
16,262
15,244
15,228
14,212
16,192
19,174
23,158
29,143
35,132
41,122
50,113
58,106
65,100
76,93
90,84
104,77
122,68
144,58
164,50
185,42
206,34
225,28
242,21
