183,179
193,171
209,164
241,153
293,146
390,143
504,155
535,165
561,177
579,188
620,222
644,252
662,286
673,312
678,335
680,349
680,364
672,378
661,389
640,399
617,397
558,374
476,338
413,308
368,280
317,249
256,229
224,221
202,213
188,209
180,205
176,203
173,201
169,194
168,191
173,183
